"id","diocese_id","code","alias","name","type","responsible","description","email","phone","url","picture","tags","phone_original","phone_international","phone_national","community_type","common_name"
1033,832,"al/16/rouillac","107043","Rouillac","Paroisse","Père Pierre-Marie ROBERT"," ","psp0400@orange.fr","+33545217063","http://angouleme.catholique.fr/-Jarnac-211-",,,"05 45 21 70 63","+33 5 45 21 70 63","05 45 21 70 63","PARISH",
1034,832,"al/16/roullet","107044","Roullet-Saint-Estèphe","Paroisse","Père Franck CERTIN"," ",,"+33545663045","http://angouleme.catholique.fr/-Angouleme-Sud-",,,"05 45 66 30 45","+33 5 45 66 30 45","05 45 66 30 45","PARISH",
1035,832,"al/16/ruelle","107046","Ruelle-sur-Touvre","Paroisse","Pères François RABALLAND Et Bernard SAINTE-CROIX"," ","maisonparoissialeruelle@orange.fr","+33545654053","http://www.paroissederuelle.fr",,,"05 45 65 40 53","+33 5 45 65 40 53","05 45 65 40 53","PARISH",
1036,832,"al/16/ruffec","16fcgk","Ruffec","Paroisse","Père Marc PRUNIER"," ","paroissedoyenneruffec@orange.fr","+33545290172","http://fr.wikipedia.org/wiki/Ruffec_%28Charente%29",,,"05 45 29 01 72","+33 5 45 29 01 72","05 45 29 01 72","PARISH",
1037,832,"al/16/sacre-coeur---saint-roch","16lvx2","Sacré-Coeur - Saint-Roch","Paroisse","Pères Geoffroy LAFONT Et Josaphat IRAFAY"," ","sacre-coeur.angouleme@wanadoo.fr","+33545952237","http://angouleme.catholique.fr/-SacreCoeur-",,,"05 45 95 22 37","+33 5 45 95 22 37","05 45 95 22 37","PARISH",
1038,832,"al/16/saint-cybard-saint-yrieix","107052","Saint Cybard Saint Yrieix","Paroisse","Pères Justin BATIONO Et Pascal ZOMA"," ","saint.cybard@orange.fr","+33545953636","http://angouleme.catholique.fr/-saintcybardsaintyrieix-",,,"05 45 95 36 36","+33 5 45 95 36 36","05 45 95 36 36","PARISH",
1039,832,"al/16/saint-jean-baptiste","107054","Saint Jean Baptiste","Paroisse","Père Benoît LECOMTE"," ","saint-jean-baptiste.paroisse@wanadoo.fr","+33545912933","http://angouleme.catholique.fr/-Paroisse-Saint-Jean-Baptiste-",,,"05 45 91 29 33","+33 5 45 91 29 33","05 45 91 29 33","PARISH",
1040,832,"al/16/saint-michel","107058","Saint Michel","Paroisse","Père Franck CERTIN"," ",,"+33545916780","http://fr.wikipedia.org/wiki/Saint-Michel_%28Charente%29",,,"05 45 91 67 80","+33 5 45 91 67 80","05 45 91 67 80","PARISH",
1041,832,"al/16/saint-paul","107059","Saint Paul - Ma Campagne","Paroisse","Père Benoît LECOMTE"," ","paroissemacampagne@orange.fr","+33545611504","http://angouleme.catholique.fr/-Ma-Campagne-Puymoyen-",,,"05 45 61 15 04","+33 5 45 61 15 04","05 45 61 15 04","PARISH",
1042,832,"al/16/saint-martin-en-val-de-cognac","al","Saint-Martin en Val-de-Cognac","Paroisse","P. Pierre-Marie ROBERT Et P. Florian MARCHAND"," ","cognac.doyenne@orange.fr","+33545820571","http://eglisecognac.fr/",,,"05 45 82 05 71","+33 5 45 82 05 71","05 45 82 05 71","PARISH",
1043,832,"al/16/cathedrale","107010","Saint-Pierre","Cathédrale","Père Michel MANGUY"," ","cathedrale16@yahoo.fr","+33634722323","http://angouleme.catholique.fr/-Angouleme-Ville-","http://lh4.ggpht.com/qo-E-WyxDLV_LOKRVmUKl-u9sLOQ1m7yOp4AuQ4KKjlEM_1sTT67s6LiXoM-amlFacPkAuX9t8UPXqloeyXTuaPEbQ1pJRK_XdMqrtir",,"06 34 72 23 23","+33 6 34 72 23 23","06 34 72 23 23","PARISH",
1044,832,"al/16/sainte-bernadette","107060","Sainte Bernadette","Paroisse","Pères Geoffroy LAFONT Et Josaphat IRAFAY"," ","sacre.coeur.angouleme@wanadoo.fr","+33545953699"," http://angouleme.catholique.fr/-Angouleme-Ville-",,,"05 45 95 36 99","+33 5 45 95 36 99","05 45 95 36 99","PARISH",
1045,832,"al/16/angouleme-centre-ville","16lrxw","Saints-Apôtres Angoulême","Paroisse","Pères Michel MANGUY Et Denis TRINEZ"," ","cathedrale16@yahoo.fr","+33545373813","http://angouleme.catholique.fr/-Angouleme-Ville-",,,"05 45 37 38 13","+33 5 45 37 38 13","05 45 37 38 13","PARISH",
1046,832,"al/16/segonzac","107062","Segonzac","Paroisse","Père Henri REVÉREAU"," ","paroisse.segonzac@orange.fr","+33545834007","http://angouleme.catholique.fr/-ParoisseSegonzac-",,,"05 45 83 40 07","+33 5 45 83 40 07","05 45 83 40 07","PARISH",
1047,832,"al/16/sigogne","107063","Sigogne","Paroisse","Père Pierre-Marie ROBERT"," ","jdx.paroisse@aliceadsl.fr","+33545323908","http://angouleme.catholique.fr/-Jarnac-211-",,,"05 45 32 39 08","+33 5 45 32 39 08","05 45 32 39 08","PARISH",
1048,832,"al/16/soyaux","107064","Soyaux","Paroisse","Père Bernard SAINTE-CROIX"," ","paroisse.de.soyaux@orange.fr","+33545944310","http://angouleme.catholique.fr/-paroissedesoyaux-",,,"05 45 94 43 10","+33 5 45 94 43 10","05 45 94 43 10","PARISH",
1049,832,"al/16/vallee-de-l-echelle","16ghss","Vallée de l'Échelle","Paroisse","Père Bernard SAINTE-CROIX"," ","paroisse.valleedelechelle@sfr.fr","+33545606541","http://angouleme.catholique.fr/-valleedelechelle-",,,"05 45 60 65 41","+33 5 45 60 65 41","05 45 60 65 41","PARISH",
1050,832,"al/16/vars","16velw","Vars","Paroisse","Pères Laurent MAURIN Et Jean-Claude DELAGE"," ","presbytere.vars@wanadoo.fr","+33545397345","http://www.eglisevarsstamant.overblog.com",,,"05 45 39 73 45","+33 5 45 39 73 45","05 45 39 73 45","PARISH",
1051,832,"al/16/villebois-lavalette","107067","Villebois Lavalette","Paroisse","Père Michel GRANGER"," ","doyennesec@sfr.fr","+33545609050","http://www.doyenne-sud-est-charente.jimdo.com",,,"05 45 60 90 50 ","+33 5 45 60 90 50","05 45 60 90 50","PARISH",
1052,832,"al/16/villefagnan","107068","Villefagnan","Paroisse","Père Marc PRUNIER"," ","paroisse.villefagnan@aliceadsl.fr","+33545840562","http://fr.wikipedia.org/wiki/Villefagnan",,,"05 45 84 05 62","+33 5 45 84 05 62","05 45 84 05 62","PARISH",
1053,833,"am/80/carmel-du-saint-esprit","809wr3","Carmel du Saint Esprit","Communauté religieuse",," ",,,,,,,,,"PARISH",
1054,833,"am/80/christ-roi","108036","Christ Roi","Paroisse",," ","paroissederoye@wanadoo.fr","+33322871209",,,,"03 22 87 12 09","+33 3 22 87 12 09","03 22 87 12 09","PARISH",
1055,833,"am/80/la-paix","80hcrm","La Paix","Paroisse",," ","paroissedelapaix@wanadoo.fr","+33322953077",,,,"03.22.95.30.77","+33 3 22 95 30 77","03 22 95 30 77","PARISH",
1056,833,"am/80/maison-diocesaine-st-francois-de-sales","804dgp","Maison Diocésaine St François de Sales","Unité pastorale",," ",,,"http://www.catho80.com",,,,,,"PARISH",
1057,833,"am/80/notre-dame-d-esperance","108045","Notre Dame d'Espérance","Paroisse",," ","centreparoissial.villers-bretonneux@orange.fr","+33322480137","http://notredamedesperance.pagesperso-orange.fr",,,"03.22.48.01.37","+33 3 22 48 01 37","03 22 48 01 37","PARISH",
1058,833,"am/80/notre-dame-de-brebieres","108005","Notre Dame de Brebières","Paroisse",," ","paroissealbert@orange.fr","+33322750954",,,,"03 22 75 09 54","+33 3 22 75 09 54","03 22 75 09 54","PARISH",
1059,833,"am/80/notre-dame-de-haute-picardie","108009","Notre Dame de Haute Picardie","Paroisse",," ","paroisse-nd-hautepicardie@wanadoo.fr","+33322854045",,,,"03 22 85 40 45","+33 3 22 85 40 45","03 22 85 40 45","PARISH",
1060,833,"am/80/notre-dame-de-moyenpont","108034","Notre Dame de Moyenpont","Paroisse",," ","paroisseroisel@wanadoo.fr","+33322866673",,,,"0322866673","+33 3 22 86 66 73","03 22 86 66 73","PARISH",
1061,833,"am/80/notre-dame-de-nesle","108028","Notre Dame de Nesle","Paroisse",," ",,"+33322882543",,,,"0322882543","+33 3 22 88 25 43","03 22 88 25 43","PARISH",
1062,833,"am/80/notre-dame-de-pentecote","807vy3","Notre Dame de Pentecôte","Paroisse",," ","paroissendpentecote@gmail.com","+33322463003",,,,"03.22.46.30.03","+33 3 22 46 30 03","03 22 46 30 03","PARISH",
1063,833,"am/80/notre-dame-de-poix","108032","Notre Dame de Poix","Paroisse","Père Samuel Leyronnas","Un accueil paroissial
existe tous les Samedis matins de 10 H. à 11h.30, au presbytère de Poix, 4
Montée de l&#39;église.

&nbsp;

Vous pourrez y rencontrer
des personnes formées pour vous épauler dans vos demandes comme par exemple:

&nbsp;

Demandes d&#39;Extraits de
Baptême

Demandes d&#39;intention de
messes...etc.

&nbsp;

Alors,n&#39;hésitez pas,venez
nous voir.Vous êtes les bienvenus ! ","paroissedepoix@yahoo.fr","+33322900072","http://www.ndpoix.catho80.com","http://lh3.googleusercontent.com/dojjfSbNy41-QLjcoGEHiNNIjSneVQOwWJ9CnsmYrWjwQVsgOfxR0uQnXPnVeEZDM92aQC_bXoxQRcD5TWyr8mk",,"03.22.90.00.72","+33 3 22 90 00 72","03 22 90 00 72","PARISH",
1064,833,"am/02/notre-dame-de-l-assomption","108018","Notre Dame de l'Assomption","Paroisse",," ",,"+33323810174","http://nd.assomption.pagesperso-orange.fr",,,"0323810174","+33 3 23 81 01 74","03 23 81 01 74","PARISH",
1065,833,"am/80/notre-dame-de-l-esperance","108008","Notre Dame de l'Espérance","Paroisse",," ",,,,,,,,,"PARISH",
1066,833,"am/80/notre-dame-des-champs","108002","Notre Dame des Champs","Paroisse",," ",,,,,,,,,"PARISH",
1067,833,"am/80/notre-dame-des-etangs","108033","Notre Dame des Etangs","Paroisse",," ",,,,,,,,,"PARISH",
1068,833,"am/80/notre-dame-des-falaises","108022","Notre Dame des Falaises","Paroisse",," ","paroissendf@wanadoo.fr","+33235860647",,,,"02.35.86.06.47","+33 2 35 86 06 47","02 35 86 06 47","PARISH",
1069,833,"am/80/notre-dame-des-hauts-de-l-ancre","108021","Notre Dame des Hauts de l'Ancre","Paroisse",," ",,,,,,,,,"PARISH",
1070,833,"am/80/notre-dame-du-gard","108042","Notre Dame du Gard","Paroisse",," ","paroisse.nd.dugard@wanadoo.fr","+33322514023",,,,"0322514023","+33 3 22 51 40 23","03 22 51 40 23","PARISH",
1071,833,"am/80/notre-dame-du-val-de-bresle","108017","Notre Dame du Val de Bresle","Paroisse",," ","paroissedegamaches@wanadoo.fr","+33322261110",,,,"03.22.26.11.10","+33 3 22 26 11 10","03 22 26 11 10","PARISH",
1072,833,"am/80/notre-dame-du-vimeu","108015","Notre Dame du Vimeu","Paroisse",," ","paroisseduvimeu@orange.fr","+33322303027",,,,"03.22.30.30.27","+33 3 22 30 30 27","03 22 30 30 27","PARISH",
1073,833,"am/80/saint-antoine-des-monts-et-vallees","108010","Saint Antoine des Monts et Vallées","Paroisse","Père André Damay"," ","paroisse-de-conty@orange.fr","+33322412137","http://stantoinemv.catho80.com",,,"03.22.41.21.37","+33 3 22 41 21 37","03 22 41 21 37","PARISH",
1074,833,"am/80/saint-antoine-du-bocage","108044","Saint Antoine du Bocage","Paroisse",," ","st.antoine.du.bocage@wanadoo.fr","+33322937024",,,,"03.22.93.70.24","+33 3 22 93 70 24","03 22 93 70 24","PARISH",
1075,833,"am/80/saint-denis","108004","Saint Denis","Paroisse",," ","saintdenisairaines@sfr.fr","+33322294013",,,,"03 22 29 40 13","+33 3 22 29 40 13","03 22 29 40 13","PARISH",
1076,833,"am/80/saint-domice","809p52","Saint Domice","Paroisse",," ","saintdomice@free.fr","+33631109600","http://saintdomice.free.fr",,,"06.31.10.96.00","+33 6 31 10 96 00","06 31 10 96 00","PARISH",
1077,833,"am/80/saint-eloi-en-vimeu","108016","Saint Eloi en Vimeu","Paroisse",," ","paroisse.saint-eloi@orange.fr","+33322302066","http://www.amiens.catholique.fr/les-paroisses/secteur-12-vimeu-bresle/paroisse-saint-eloi-en-vimeu-friville-escarbotin/",,,"03.22.30.20.66","+33 3 22 30 20 66","03 22 30 20 66","PARISH",
1078,833,"am/saint-esprit","0nq5ap","Saint Esprit","Paroisse",," ","secretariat@paroissesaintesprit.com","+33322894175","http://paroissesaintesprit.com/",,,"03.22.89.41.75","+33 3 22 89 41 75","03 22 89 41 75","PARISH",
1079,833,"am/80/saint-esprit-en-marquenterre","108038","Saint Esprit en Marquenterre","Paroisse",,"Permanence d&#39;accueil: mardi, mercredi et jeudi de 10h30 à 12h00.","paroisse.marquenterre@wanadoo.fr","+33322250112","http://www.paroisse-marquenterre.fr",,,"0322250112","+33 3 22 25 01 12","03 22 25 01 12","PARISH",
1080,833,"am/80/saint-francois-d-assise","8070z4","Saint François d'Assise","Paroisse",," ","paroisse-stfrancois-assise@hotmail.fr","+33322448161","http://www.amiens.catholique.fr/les-paroisses/secteur-1-amiens-metropole/paroisse-saint-francois-dassise-amiens-nord",,,"03.22.44.81.61","+33 3 22 44 81 61","03 22 44 81 61","PARISH",
1081,833,"am/80/saint-gilles-d-authies-maye","108012","Saint Gilles d'Authie Maye","Paroisse","P Yves DELEPINE","Permanences - accueil:Mardi et vendredi de 9h00 à 12h00 et de 14h00 à 16h00 ","paroissedecrecy@gmail.com","+33322235101","http://stgilles.catho80.com",,,"03.22.23.51.01","+33 3 22 23 51 01","03 22 23 51 01","PARISH",
1082,833,"am/80/saint-honore-du-nouvionnais","108029","Saint Honoré du Nouvionnais","Paroisse",," ","paroissedenouvion@gmail.com","+33322283028","http://sthonore.catho80.com",,,"03.22.28.30.28","+33 3 22 28 30 28","03 22 28 30 28","PARISH",
1083,833,"am/80/amiens","108006","Saint Jean Baptiste","Paroisse","Père Jean-Louis Brunel (recteur De La Cathédrale)"," ","paroisse-saint-jean-baptiste@orange.fr","+33322917208","http://www.stjeanbaptisteamiens.catho80.com",,,"03.22.91.72.08","+33 3 22 91 72 08","03 22 91 72 08","PARISH",
1084,833,"am/80/saint-jean-baptiste-de-peronne","108031","Saint Jean Baptiste de Peronne","Paroisse",," ","paroisse.de.peronne@wanadoo.fr","+33322841690",,,,"03.22.84.16.90","+33 3 22 84 16 90","03 22 84 16 90","PARISH",
1085,833,"am/80/saint-jean-gabriel-en-val-d-avre","108026","Saint Jean Gabriel en Val d'Avre","Paroisse",," ","paroisse.montdidier@wanadoo.fr","+33322780307",,,,"03.22.78.03.07","+33 3 22 78 03 07","03 22 78 03 07","PARISH",
1086,833,"am/80/saint-joseph","108023","Saint Joseph","Paroisse",," ","paroisse.saint.joseph@sfr.fr","+33322840835",,,,"0322840835","+33 3 22 84 08 35","03 22 84 08 35","PARISH",
1087,833,"am/80/saint-martin-de-l-hallue","108043","Saint Martin de l'Hallue","Paroisse",," ",,,,,,,,,"PARISH",
1088,833,"am/80/saint-martin-en-vimeu-rural","108030","Saint Martin en Vimeu Rural","Paroisse",," ","saintmartinoisemont@orange.fr","+33322251071",,,,"03.22.25.10.71","+33 3 22 25 10 71","03 22 25 10 71","PARISH",
1089,833,"am/80/saint-omer-en-santerre","108035","Saint Omer en Santerre","Paroisse",," ","paroisse-de-rosieres@wanadoo.fr","+33322880427",,,,"03 22 88 04 27","+33 3 22 88 04 27","03 22 88 04 27","PARISH",
1090,833,"am/80/saint-paul","108014","Saint Paul","Paroisse",,"Vous pouvez regarder aussi les heures des messes sur la paroisse Saint Pierre de Doullens","paroisse-stpaulbernaville@orange.fr","+33322327193",,,,"03.22.32.71.93","+33 3 22 32 71 93","03 22 32 71 93","PARISH",
1091,833,"am/80/saint-pierre-saint-paul-de-liomer","108019","Saint Pierre Saint Paul de Liomer","Paroisse",," ",,,,,,,,,"PARISH",
1092,833,"am/80/saint-pierre-en-baie-de-somme","108040","Saint Pierre en Baie de Somme","Paroisse","Abbé Noël Vanderlynden"," ","saintvaleryparoisse@gmail.com","+33322608301","http://www.amiens.catholique.fr/?p=288559",,,"03.22.60.83.01","+33 3 22 60 83 01","03 22 60 83 01","PARISH",
1093,833,"am/80/saint-pierre","108013","Saint Pierre en Doullennais","Paroisse",,"Vous pouvez aussi regarder les messes sur la paroisse Saint Paul de Bernaville","paroissedoullens@wanadoo.fr","+33322324215",,,,"03.22.32.42.15","+33 3 22 32 42 15","03 22 32 42 15","PARISH",
1094,833,"am/80/saint-pierre-en-vimeu-rural","108020","Saint Pierre en Vimeu Rural","Paroisse",," ","saintpierrehuppy@laposte.net","+33322285367",,,,"03.22.28.53.67","+33 3 22 28 53 67","03 22 28 53 67","PARISH",
1095,833,"am/80/saint-riquier-du-haut-clocher","108039","Saint Riquier du Haut Clocher","Paroisse","P Yves DELEPINE","Permanences:&nbsp;du lundi au jeudi de 9h00 à 12h00 et le vendredi de 14h00 à 16h00","paroissestriquier@gmail.com","+33322289060","http://striquier.catho80.com",,,"03.22.28.90.60","+33 3 22 28 90 60","03 22 28 90 60","PARISH",
1096,833,"am/80/saint-simon-du-mollienois","108024","Saint Simon du Mollienois","Paroisse",," ",,,,,,,,,"PARISH",
1097,833,"am/80/saint-vaast","108027","Saint Vaast","Paroisse",," ","paroisse-st-vast-moreuil@wanadoo.fr","+33322097052",,,,"03.22.09.70.52","+33 3 22 09 70 52","03 22 09 70 52","PARISH",
1098,833,"am/80/saint-vincent-de-paul-en-val-de-noye","108003","Saint Vincent de Paul en Val de Noye","Paroisse",," ","paroisse.valdenoye@wanadoo.fr","+33322410455",,,,"03.22.41.04.55","+33 3 22 41 04 55","03 22 41 04 55","PARISH",
1099,833,"am/80/saint-vulfran-en-ponthieu","108001","Saint Vulfran en Ponthieu","Paroisse","Dominique-Marie Dupré"," ",,"+33322242155","http://paroissestwulfranabbeville.wordpress.com",,,"03.22.24.21.55","+33 3 22 24 21 55","03 22 24 21 55","PARISH",
1100,833,"am/80/sainte-colette-des-3-vallees","108011","Sainte Colette des 3 Vallées","Paroisse",," ","paroisse-sainte-colette-80@wanadoo.fr","+33322969054","http://www.paroissesaintecolette80.wordpress.com","http://lh3.googleusercontent.com/SzM7gjJyztULRtIxOKR3vjIVRZpc3J5WknG6bI2LZ4Wui-eOuRMYJf4d36Jf28C8F1vZXvcwszbA05Gwc5P2KUD1",,"03.22.96.90.54","+33 3 22 96 90 54","03 22 96 90 54","PARISH",
1101,833,"am/80/sainte-radegonde","108007","Sainte Radegonde","Paroisse",," ",,"+33322856131",,,,"0322856131","+33 3 22 85 61 31","03 22 85 61 31","PARISH",
1102,833,"am/80/saints-apotres","80gf2s","Saints Apôtres","Paroisse",," ","paroissesaintsapotres@hotmail.fr","+33322436017","http://www.paroissesaintsapotres.com",,,"03.22.43.60.17","+33 3 22 43 60 17","03 22 43 60 17","PARISH",
1103,833,"am/80/visitation-en-val-de-nievre","108041","Visitation en Val de Nièvre","Paroisse",," ","paroisse-de-la-visitation9@orange.fr","+33322516030",,,,"03.22.51.60.30","+33 3 22 51 60 30","03 22 51 60 30","PARISH",
1104,834,"an/bienheureux-charles-de-foucauld-saumur---st-lambert","sj7u5c","Bienheureux Charles de Foucauld ( Saumur - St Lambert)","Paroisse",," ","charlesdefoucauld@diocese49.org","+33241513159","http://catholique-angers.cef.fr/Paroisse-Bx-Charles-de-Foucauld-Saumur-Centre-et-Nord",,,"02 41 51 31 59","+33 2 41 51 31 59","02 41 51 31 59","PARISH",
1105,834,"an/bienheureux-antoine-chevrier","8c9vfa","Bienheureux-Antoine-Chevrier","Paroisse",," ","paroissebxachevrier@orange.fr",,"http://www.choletcatho.net/Bienheureux-Antoine-Chevrier",,,,,,"PARISH",
1106,834,"an/bienheureux-noel-pinot","rrw5if","Bienheureux-Noël-Pinot","Paroisse","Abbé André FILLAUDEAU, Curé De La Paroisse. Prêtre Coopérateur: Abbé Maurice BOISRAMÉ","Permanences à la&nbsp;Maison Paroissiale de Candé:Lundi: 10H00 - 11H30 &nbsp;(permanence intention de messe)Mardi: 10H-11H00Mercredi: 10H00 - 11H30Jeudi: 10H00-11H30Vendredi: 10H00 - 11H30 ","bienheureuxnoelpinot@orange.fr","+33241927146","http://www.paroissebienheureuxnoelpinot-cande49.fr","http://lh5.ggpht.com/UrOyJjE4CFyHWunlRHDz2wHJcSg3DgFbwXYsSB4ovtJbt3gDF4Qjkz49kHPP3w6l9Gv02MFvUGg6ax6_dgkEi2xV",,"02 41 92 71 46","+33 2 41 92 71 46","02 41 92 71 46","PARISH",
1107,834,"an/49/cathedrale-saint-maurice-notre-dame","109001","Cathédrale Saint Maurice Notre Dame","Paroisse"," Abbé François Gourdon"," ","cathedrale@diocese49.org","+33241875845","http://catholique-angers.cef.fr/spip.php?rubrique173",,,"02 41 87 58 45","+33 2 41 87 58 45","02 41 87 58 45","PARISH",
1108,834,"an/49/saint-lazare-saint-nicolas/religieux","49001","Communautés religieuses d'Angers","Communauté religieuse",," ",,,,,,,,,"PARISH",
1109,834,"an/49/couvent-saint-francois-d-assise","49lbqw","Couvent Saint François","Communauté religieuse",,"La mission confiée aux Franciscains Conventuels est en priorité une présence priante et fraternelle selon notre charisme en vue de la nouvelle évangélisation en particulier de la jeunesse. Différents groupes de jeunes sont nés au cours de ces années ainsi qu&#39;une fraternité séculière OFS et un groupe de prière Magnificat. Depuis le 4 octobre 2011, le couvent est devenu un lieu d&#39;adoration perpétuelle.consulter le site web pour plus d&#39;infos sur les camps pour les jeunes, les groupes, ... reparemoneglise.com","franciscainscholet@gmail.com","+33241620637","http://franciscainscholet.eu","http://lh3.ggpht.com/Qowe4I_ORbAH5nlu5AIZV3jpQ_A6VdrJHnHVTubyYXV1zSKjU8c-o2AdmuzD0qdq_pcrdlV6tcUWDYglvGsFeVgKbv33zAr9bsmvbJhc",,"02 41 62 06 37","+33 2 41 62 06 37","02 41 62 06 37","PARISH",
1110,834,"an/angers-centre","u6ifmc","Doyenné Angers Centre ","Doyenné",," ",,,,,,,,,"PARISH",
1115,834,"an/angers-outre-maine-doyenne","76o83m","Doyenné Angers-outre-maine (Doyenné)","Doyenné",," ",,,,,,,,,"PARISH",
1116,834,"an/doyenne-de-cholet","uz0i70","Doyenné de Cholet","Doyenné",," ",,,,,,,,,"PARISH",
1117,834,"an/doyenne-de-saumur","ljwu9q","Doyenné de Saumur","Doyenné",," ",,,,,,,,,"PARISH",
1118,834,"an/doyenne-des-coteaux-de-loire","8wv89q","Doyenné des Côteaux de Loire","Doyenné",," ",,,,,,,,,"PARISH",
1119,834,"an/doyenne-des-mauges","qesiq4","Doyenné des Mauges","Doyenné",," ",,,,,,,,,"PARISH",
1120,834,"an/doyenne-des-trois-rivieres","0ux64d","Doyenné des Trois-Rivières","Doyenné",," ",,,,,,,,,"PARISH",
1121,834,"an/doyenne-du-baugeois-vallee","jfxq22","Doyenné du Baugeois-Vallée","Doyenné",," ",,,,,,,,,"PARISH",
1122,834,"an/doyenne-du-haut-anjou","qf7jrc","Doyenné du Haut-Anjou","Doyenné",," ",,,,,,,,,"PARISH",
1123,834,"an/doyenne-du-layon","koi0q5","Doyenné du Layon","Doyenné",," ",,,,,,,,,"PARISH",
1124,834,"an/doyenne-du-saumurois","peudw5","Doyenné du Saumurois","Doyenné",," ",,,,,,,,,"PARISH",
1125,834,"an/l-esperance-au-coeur-des-mauges","dhme59","L'espérance au coeur des Mauges","Paroisse",," ",,,,,,,,,"PARISH",
1126,834,"an/49/la-nouvelle-alliance-en-loire-et-mauges","109003","La Nouvelle Alliance en Loire et Mauges","Paroisse",," ","centrespirituel@wanadoo.fr","+33241777470",,,,"02 41 77 74 70","+33 2 41 77 74 70","02 41 77 74 70","PARISH",
1127,834,"an/49/le-sacre-coeur","109005","Le Sacré Coeur","Paroisse",," ","sacrecoeur.cholet@orange.fr","+33241620640","http://choletcatho.net/sacrecoeur.htm",,,"02 41 62 06 40","+33 2 41 62 06 40","02 41 62 06 40","PARISH",
1128,834,"an/49/marthe-et-marie-en-baugeois","109007","Marthe et Marie en Baugeois","Paroisse",," ",,"+33241891465",,,,"02 41 89 14 65","+33 2 41 89 14 65","02 41 89 14 65","PARISH",
1129,834,"an/49/notre-dame-d-evre","109014","Notre Dame d'Evre","Paroisse",," ","ndevre.beaupreau@wanadoo.fr","+33241630020","http://catholique-angers.cef.fr/spip.php?rubrique199",,,"02 41 63 00 20","+33 2 41 63 00 20","02 41 63 00 20","PARISH",
1130,834,"an/49/notre-dame-du-bellay","109015","Notre Dame du Bellay","Paroisse",," ",,"+33241403110","http://notre.dame.du.bellay.online.fr/",,,"02 41 40 31 10","+33 2 41 40 31 10","02 41 40 31 10","PARISH",
1131,834,"an/49/notre-dame-du-loir","109016","Notre Dame du Loir","Paroisse",," ",,"+33241763152","http://paroissedurtal.free.fr/",,,"02 41 76 31 52","+33 2 41 76 31 52","02 41 76 31 52","PARISH",
1132,834,"an/49/notre-dame-du-puy-aux-lacs","109017","Notre Dame du Puy aux Lacs","Paroisse",,"La Tessoualle, Le-Puy-St-Bonnet, Mazières-en-Mauges","paroisse.puyauxlacs@wanadoo.fr","+33241625959","http://choletcatho.net/notredamedupuyauxlacs.htm",,,"02 41 62 59 59","+33 2 41 62 59 59","02 41 62 59 59","PARISH",
1133,834,"an/notre-dame-du-haut-anjou","0991lo","Notre-Dame-du-Haut-Anjou","Paroisse",," ",,,,,,,,,"PARISH",
1134,834,"an/49/notre-dame-en-chemillois","4971mr","Notre-Dame-en-Chemillois","Paroisse","Jean-Hugues SORET","Le Sanctuaire de Notre Dame des Gardes est rattaché à la paroisse Notre Dame en Chemillois, Son recteur est le Père Jean-Hugues SORET.Près du Sanctuaire se trouve l&#39;Abbaye Cistercienne de Notre Dame des Gardes qui accueille des personnes seules ou des groupes.(02 41 29 57 10)",,"+33241306045",,,,"02 41 30 60 45","+33 2 41 30 60 45","02 41 30 60 45","PARISH",
1135,834,"an/49/saint-antoine-saint-serge","109020","Saint Antoine Saint Serge","Paroisse","Matthieu LEFRANCOIS"," ","saintantoinesaintserge@wanadoo.fr","+33241436676","http://catholique-angers.cef.fr/spip.php?rubrique97",,,"02 41 43 66 76","+33 2 41 43 66 76","02 41 43 66 76","PARISH",
1136,834,"an/49/saint-aubin-et-saint-symphorien","109021","Saint Aubin et Saint Symphorien","Paroisse","Mgr Claude Cesbron","Presbytère - accueil en face de l&#39;église saint Symphorien: place de l&#39;abbé Thomas à Bouchemaine ","symphaubin@aol.com","+33241481951","http://catholique-angers.cef.fr/La-Paroisse-de-Bouchemaine-saint-Aubin-saint",,,"02 41 48 19 51","+33 2 41 48 19 51","02 41 48 19 51","PARISH",
1137,834,"an/49/saint-benoit-en-val-de-moine","109023","Saint Benoit en Val de Moine","Paroisse",," ","stbenoit@diocese49.org","+33241553028","http://catholique-angers.cef.fr/Saint-Benoit-en-Val-de-Moine","http://lh3.googleusercontent.com/oO76OwfHpLc8CpVhlHJthz_snRuqBG0hFAidS7PU83F2i8vEpIc-EFnvXa06uoNwPUXXIxa5axTbAHfHmuu0dw",,"02 41 55 30 28","+33 2 41 55 30 28","02 41 55 30 28","PARISH",
1138,834,"an/49/saint-denis-des-faluns","109024","Saint Denis des Faluns","Paroisse",," ",,"+33241591285","http://saintdenisdesfaluns.free.fr",,,"02 41 59 12 85","+33 2 41 59 12 85","02 41 59 12 85","PARISH",
